idx,facility_name,source_id,authority_type,ISCED1,ISCED2,ISCED3,address_str,city,province,postal_code,provider,address_str_clean,street_no,street_name
1517,Hughenden Public School,4905,Public,Y,Y,Y,Box 310 Hughenden AB T0B2E0,Hughenden,AB,T0B2E0,Province of Alberta,hughenden ab t0b2e0,,
1518,Provost Public School,4907,Public,Y,Y,Y,P.O. Box 389 Provost AB T0B3S0,Provost,AB,T0B3S0,Province of Alberta,provost ab t0b3s0,,
1519,Highland View Colony School,4908,Public,Y,Y,N,P.O. BOX 58 Hughenden AB T0B2E0,Hughenden,AB,T0B2E0,Province of Alberta,hughenden ab t0b2e0,,
1520,St. Thomas Aquinas School,4970,Separate,Y,Y,Y,P.O. Box 390 Provost AB T0B3S0,Provost,AB,T0B3S0,Province of Alberta,provost ab t0b3s0,,
1521,Calgary Chinese Alliance School,5001,Private School,N,N,Y,150 Beddington Blvd. NE Calgary AB T3K2E2,Calgary,AB,T3K2E2,Province of Alberta,150 beddington blvd ne calgary ab t3k2e2,150,beddington blvd ne
1522,Rundle College Junior High School,5002,Private School,N,Y,N,7375 - 17 Avenue SW Calgary AB T3H3W5,Calgary,AB,T3H3W5,Province of Alberta,7375 17 avenue sw calgary ab t3h3w5,7375,17 avenue sw
1523,Higher Ground Christian School,5007,Private School,Y,Y,N,1 Shirley St SE Medicine Hat AB T1A8N4,Medicine Hat,AB,T1A8N4,Province of Alberta,1 shirley st se medicine hat ab t1a8n4,1,shirley st se
1524,Hugh Sutherland School,5101,Public,Y,Y,Y,R.R. 1 Carstairs AB T0M0N0,Carstairs,AB,T0M0N0,Province of Alberta,rr 1 carstairs ab t0m0n0,,rr 1
1525,Cremona School,5103,Public,Y,Y,Y,General Delivery Cremona AB T0M0R0,Cremona,AB,T0M0R0,Province of Alberta,general delivery cremona ab t0m0r0,,general delivery
1526,Didsbury High School,5105,Public,N,Y,Y,P.O. Bag 700 Didsbury AB T0M0W0,Didsbury,AB,T0M0W0,Province of Alberta,po bag 700 didsbury ab t0m0w0,700,po bag
1527,Ross Ford Elementary School,5106,Public,Y,N,N,P.O. Bag 250 Didsbury AB T0M0W0,Didsbury,AB,T0M0W0,Province of Alberta,po bag 250 didsbury ab t0m0w0,250,po bag
1528,Westglen School,5107,Public,Y,Y,N,Postal Bag 200 Didsbury AB T0M0W0,Didsbury,AB,T0M0W0,Province of Alberta,postal bag 200 didsbury ab t0m0w0,200,
1529,Sundre High School,5112,Public,N,Y,Y,Postal Bag #2 Sundre AB T0M1X0,Sundre,AB,T0M1X0,Province of Alberta,postal bag #2 sundre ab t0m1x0,,
1530,École Olds High School,5115,Public,N,Y,Y,PO Box 3709 Olds AB T4H1P5,Olds,AB,T4H1P5,Province of Alberta,olds ab t4h1p5,,
1531,École Olds Elementary School,5116,Public,Y,N,N,5413 - 53 Street Olds AB T4H1S9,Olds,AB,T4H1S9,Province of Alberta,5413 53 street olds ab t4h1s9,5413,53 street
1532,École Deer Meadow School,5117,Public,Y,Y,N,5411 - 61 Avenue Olds AB T4H1T2,Olds,AB,T4H1T2,Province of Alberta,5411 61 avenue olds ab t4h1t2,5411,61 avenue
1533,Reed Ranch School,5118,Public,Y,N,N,"Site 5, Box 12, RR 1 Olds AB T4H1P2",Olds,AB,T4H1P2,Province of Alberta,site 5 rr 1 olds ab t4h1p2,1,
1534,HOME Base,5119,Public,Y,N,N,C 5314 - 46 Street Olds AB T4H1B8,Olds,AB,T4H1B8,Province of Alberta,c 5314 46 street olds ab t4h1b8,,c 5314 46 street
1535,River Valley School,5120,Public,Y,Y,N,P.O. Bag 6 Sundre AB T0M1X0,Sundre,AB,T0M1X0,Province of Alberta,po bag 6 sundre ab t0m1x0,6,po bag
1536,Neudorf Colony School,5121,Public,Y,Y,N,R.R. 1 Crossfield AB T0M0S0,Crossfield,AB,T0M0S0,Province of Alberta,rr 1 crossfield ab t0m0s0,,rr 1
1537,Horizon Alternate Program,5191,Public,Y,Y,Y,5501 - 53 Street Olds AB T4H1J2,Olds,AB,T4H1J2,Province of Alberta,5501 53 street olds ab t4h1j2,5501,53 street
1538,Olds Koinonia Christian School,5193,Public,Y,Y,Y,P.O. Box 4039 Olds AB T4H1P7,Olds,AB,T4H1P7,Province of Alberta,olds ab t4h1p7,,
1539,Koinonia Christian School (Red Deer),5195,Private School,Y,Y,Y,6014 - 57 Avenue Red Deer AB T4N4S9,Red Deer,AB,T4N4S9,Province of Alberta,6014 57 avenue red deer ab t4n4s9,6014,57 avenue
1540,Airdrie Christian Academy,5197,Private School,Y,Y,Y,77 Gateway Drive NE Airdrie AB T4B0J6,Airdrie,AB,T4B0J6,Province of Alberta,77 gateway drive ne airdrie ab t4b0j6,77,gateway drive ne
1541,Olds Mountain View Christian School,5198,Private School,Y,Y,Y,"RR 2, Site 8, Box 2 Olds AB T4H1P3",Olds,AB,T4H1P3,Province of Alberta,rr 2 site 8 olds ab t4h1p3,,rr 2
1542,Bow Valley College - Airdrie Campus,5199,Provincial,N,N,N,345 - 6 Avenue SE Calgary AB T2G4V1,Calgary,AB,T2G4V1,Province of Alberta,345 6 avenue se calgary ab t2g4v1,345,6 avenue se
1543,George McDougall High School,5201,Public,N,Y,Y,412 - 3 Avenue N.E. Airdrie AB T4B1R7,Airdrie,AB,T4B1R7,Province of Alberta,412 3 avenue ne airdrie ab t4b1r7,412,3 avenue ne
1544,Ecole Airdrie Middle School,5202,Public,Y,Y,N,Postal Bag 9 332 - 1 Ave NE Airdrie AB T4B2K5,Airdrie,AB,T4B2K5,Province of Alberta,postal bag 9 332 1 ave ne airdrie ab t4b2k5,332,1 ave ne
1545,Ecole Edwards Elementary School,5203,Public,Y,N,N,241 Jensen Drive NE Airdrie AB T4B0G2,Airdrie,AB,T4B0G2,Province of Alberta,241 jensen drive ne airdrie ab t4b0g2,241,jensen drive ne
1546,Chestermere Lake Middle School,5204,Public,N,Y,N,128 West Lakeview Drive Chestermere AB T1X1J8,Chestermere,AB,T1X1J8,Province of Alberta,128 west lakeview drive chestermere ab t1x1j8,128,west lakeview drive
1547,Beiseker Community School,5205,Public,Y,Y,Y,P.O. Box 357 Beiseker AB T0M0G0,Beiseker,AB,T0M0G0,Province of Alberta,beiseker ab t0m0g0,,
1548,Muriel Clayton Middle School,5206,Public,Y,Y,N,305 Acacia Drive S.E. Airdrie AB T4B1G2,Airdrie,AB,T4B1G2,Province of Alberta,305 acacia drive se airdrie ab t4b1g2,305,acacia drive se
1549,R. J. Hawkey Elementary School,5207,Public,Y,N,N,233 Big Springs Drive SE Airdrie AB T4A1C4,Airdrie,AB,T4A1C4,Province of Alberta,233 big springs drive se airdrie ab t4a1c4,233,big springs drive se
1550,Chestermere High School,5208,Public,N,N,Y,RR 7 Calgary AB T2P2G7,Calgary,AB,T2P2G7,Province of Alberta,rr 7 calgary ab t2p2g7,,rr 7
1551,Cochrane High School,5209,Public,N,Y,Y,529 - 4 Avenue N. Cochrane AB T4C1Y6,Cochrane,AB,T4C1Y6,Province of Alberta,529 4 avenue n cochrane ab t4c1y6,529,4 avenue n
1552,Crossfield Elementary School,5212,Public,Y,N,N,P.O. Box 369 Crossfield AB T0M0S0,Crossfield,AB,T0M0S0,Province of Alberta,crossfield ab t0m0s0,,
1553,Indus School,5213,Public,Y,Y,N,7 Indus Court Indus AB T1X0H7,Indus,AB,T1X0H7,Province of Alberta,7 indus court indus ab t1x0h7,7,indus court
1554,Kathyrn School,5214,Public,Y,Y,N,P.O. Box 100 262066 Range Road 273 Kathyrn AB T4A1J4,Kathyrn,AB,T4A1J4,Province of Alberta,262066 range road 273 kathyrn ab t4a1j4,273,range road
1555,Springbank Middle School,5215,Public,Y,Y,N,244235 Range Rd 33 Calgary AB T3Z2E8,Calgary,AB,T3Z2E8,Province of Alberta,244235 range rd 33 calgary ab t3z2e8,33,range rd
1556,Elbow Valley Elementary School,5216,Public,Y,N,N,244209 Range Rd. 33 Calgary AB T3Z2E8,Calgary,AB,T3Z2E8,Province of Alberta,244209 range rd 33 calgary ab t3z2e8,33,range rd
1557,Westbrook School,5217,Public,Y,Y,N,R.R. 1 Cochrane AB T4C1A1,Cochrane,AB,T4C1A1,Province of Alberta,rr 1 cochrane ab t4c1a1,,rr 1
1558,Beiseker Colony School,5218,Public,Y,Y,Y,P.O. Box 368 Beiseker AB T0M2A0,Beiseker,AB,T0M2A0,Province of Alberta,beiseker ab t0m2a0,,
1559,Fairview Colony School,5219,Public,Y,Y,Y,Box 663 Irricana AB T0M1B0,Irricana,AB,T0M1B0,Province of Alberta,irricana ab t0m1b0,,
1560,Tschetter Colony School,5220,Public,Y,Y,N,Box 147 Irricana AB T0M1B0,Irricana,AB,T0M1B0,Province of Alberta,irricana ab t0m1b0,,
1561,Manachaban Middle School,5221,Public,Y,Y,N,724 Chiniki Drive Cochrane AB T4C1Y4,Cochrane,AB,T4C1Y4,Province of Alberta,724 chiniki drive cochrane ab t4c1y4,724,chiniki drive
1562,Springbank Community High School,5223,Public,N,Y,Y,32226 Springbank Rd. Calgary AB T3Z2L9,Calgary,AB,T3Z2L9,Province of Alberta,32226 springbank rd calgary ab t3z2l9,32226,springbank rd
1563,Elizabeth Barrett Elementary School,5224,Public,Y,N,N,605 4 Avenue N Cochrane AB T4C1Y5,Cochrane,AB,T4C1Y5,Province of Alberta,605 4 avenue n cochrane ab t4c1y5,605,4 avenue n
1564,W. G. Murdoch School,5225,Public,Y,Y,Y,P.O. Box 750 Crossfield AB T0M0S0,Crossfield,AB,T0M0S0,Province of Alberta,crossfield ab t0m0s0,,
1565,Glenbow Elementary School,5226,Public,Y,N,N,55 Glenpatrick Road Cochrane AB T4C1X7,Cochrane,AB,T4C1X7,Province of Alberta,55 glenpatrick road cochrane ab t4c1x7,55,glenpatrick road
1566,Bert Church High School,5228,Public,N,Y,Y,1010 East Lake Boulevard Airdrie AB T4A2A1,Airdrie,AB,T4A2A1,Province of Alberta,1010 east lake boulevard airdrie ab t4a2a1,1010,east lake boulevard
1567,Meadowbrook School,5229,Public,Y,Y,N,1796 Meadowbrook Drive Airdrie AB T4A2R1,Airdrie,AB,T4A2R1,Province of Alberta,1796 meadowbrook drive airdrie ab t4a2r1,1796,meadowbrook drive
1568,A. E. Bowers Elementary School,5230,Public,Y,N,N,1721 Summerfield Boulevard SE Airdrie AB T4B1T3,Airdrie,AB,T4B1T3,Province of Alberta,1721 summerfield boulevard se airdrie ab t4b1t3,1721,summerfield boulevard se
1569,Mitford School,5231,Public,Y,Y,N,110 Quigley Drive Cochrane AB T4C1Y1,Cochrane,AB,T4C1Y1,Province of Alberta,110 quigley drive cochrane ab t4c1y1,110,quigley drive
1570,Banded Peak School,5232,Public,Y,Y,N,P.O. Bag 4 Bragg Creek AB T0L0K0,Bragg Creek,AB,T0L0K0,Province of Alberta,po bag 4 bragg creek ab t0l0k0,4,po bag
1571,Banff Community High School,5235,Public,N,Y,Y,P.O. Box 748 Banff AB T1L1K1,Banff,AB,T1L1K1,Province of Alberta,banff ab t1l1k1,,
1572,Banff Elementary School,5236,Public,Y,Y,N,P.O. Box 748 Banff AB T1L1K1,Banff,AB,T1L1K1,Province of Alberta,banff ab t1l1k1,,
1573,Lawrence Grassi Middle School,5238,Public,Y,Y,N,610 - 7 Avenue Canmore AB T1W2H5,Canmore,AB,T1W2H5,Province of Alberta,610 7 avenue canmore ab t1w2h5,610,7 avenue
1574,Exshaw School,5239,Public,Y,Y,N,P. O. Box 40 Exshaw AB T0L2C0,Exshaw,AB,T0L2C0,Province of Alberta,p o exshaw ab t0l2c0,,
1575,Elizabeth Rummel School,5242,Public,Y,N,N,1033 Cougar Creek Drive Canmore AB T1W1C8,Canmore,AB,T1W1C8,Province of Alberta,1033 cougar creek drive canmore ab t1w1c8,1033,cougar creek drive
1576,Canmore Collegiate,5243,Public,N,Y,Y,1800 - 8 Avenue Canmore AB T1W1Y2,Canmore,AB,T1W1Y2,Province of Alberta,1800 8 avenue canmore ab t1w1y2,1800,8 avenue
1577,Cochrane Learning Connection,5250,Public,Y,Y,Y,228 River Avenue Cochrane AB T4C2C1,Cochrane,AB,T4C2C1,Province of Alberta,228 river avenue cochrane ab t4c2c1,228,river avenue
1578,Our Lady Queen of Peace Elementary School,5270,Separate,Y,Y,N,1820 - 1 Avenue N. Airdrie AB T4B2E6,Airdrie,AB,T4B2E6,Province of Alberta,1820 1 avenue n airdrie ab t4b2e6,1820,1 avenue n
1579,Holy Spirit Catholic School,5280,Separate,Y,N,N,129 Powell Street Cochrane AB T4C1Y2,Cochrane,AB,T4C1Y2,Province of Alberta,129 powell street cochrane ab t4c1y2,129,powell street
1580,Morley Community School,5290,Federal First Nations,Y,Y,Y,P.O. Box 238 Morley AB T0L1N0,Morley,AB,T0L1N0,Province of Alberta,morley ab t0l1n0,,
1581,Chiila School,5294,Federal First Nations,Y,N,N,"250, 9911 Chiila Boulevard SW Tsuu T'ina AB T2W6H6",Tsuu T'ina,AB,T2W6H6,Province of Alberta,250 9911 chiila boulevard sw tsuu t'ina ab t2w6h6,250,9911 chiila boulevard sw tsuu
1582,Tsuut'ina High School,5296,Federal First Nations,N,Y,Y,"250, 9911 Chiila Boulevard SW Tsuu T'ina Sarcee AB T2W6H6",Tsuu T'ina Sarcee,AB,T2W6H6,Province of Alberta,250 9911 chiila boulevard sw tsuu t'ina sarcee ab t2w6h6,250,9911 chiila boulevard sw tsuu
1583,Rundle College Academy,5297,Private School,Y,Y,Y,4330 - 16 Street S.W. Calgary AB T2T4H9,Calgary,AB,T2T4H9,Province of Alberta,4330 16 street sw calgary ab t2t4h9,4330,16 street sw
1584,Bow Valley College - High School Extension,5298,Provincial,N,N,N,345 - 6 Ave SE Calgary AB T2G4V1,Calgary,AB,T2G4V1,Province of Alberta,345 6 ave se calgary ab t2g4v1,345,6 ave se
1585,Tsuu T'ina Bullhead Adult Education Centre,5299,Federal First Nations,N,N,Y,Suite 250 9911 Chiila Blvd. SW Calgary AB T2W6H6,Calgary,AB,T2W6H6,Province of Alberta,9911 chiila blvd sw calgary ab t2w6h6,9911,chiila blvd sw
1586,Blackie School,5301,Public,Y,Y,N,P.O. Box 310 Blackie AB T0L0J0,Blackie,AB,T0L0J0,Province of Alberta,blackie ab t0l0j0,,
1587,Cayley School,5302,Public,Y,Y,N,904 Ross Avenue Cayley AB T0L0P0,Cayley,AB,T0L0P0,Province of Alberta,904 ross avenue cayley ab t0l0p0,904,ross avenue
1588,Percy Pegler Elementary School,5303,Public,Y,N,N,69 Okotoks Drive Okotoks AB T1S2B1,Okotoks,AB,T1S2B1,Province of Alberta,69 okotoks drive okotoks ab t1s2b1,69,okotoks drive
1589,Senator Riley School,5304,Public,Y,Y,N,338 - 1 Avenue S.E. High River AB T1V1H6,High River,AB,T1V1H6,Province of Alberta,338 1 avenue se high river ab t1v1h6,338,1 avenue se
1590,Spitzee Elementary School,5305,Public,Y,N,N,409 MacLeod Trail High River AB T1V1B4,High River,AB,T1V1B4,Province of Alberta,409 macleod trail high river ab t1v1b4,409,macleod trail
1591,High River Colony School,5306,Public,Y,Y,N,Box 5141 High River AB T1V1M3,High River,AB,T1V1M3,Province of Alberta,high river ab t1v1m3,,
1592,Millarville Community School,5307,Public,Y,Y,N,P.O. Box 29 10 Main Street Millarville AB T0L1K0,Millarville,AB,T0L1K0,Province of Alberta,10 main street millarville ab t0l1k0,10,main street
1593,Okotoks Junior High School,5308,Public,N,Y,N,1 Pacific Avenue Okotoks AB T1S2A9,Okotoks,AB,T1S2A9,Province of Alberta,1 pacific avenue okotoks ab t1s2a9,1,pacific avenue
1594,Red Deer Lake School,5309,Public,Y,Y,N,"Site 22, P.O.Box 1, R.R.8 178105 - 112 Street West Calgary AB T2J2T9",Calgary,AB,T2J2T9,Province of Alberta,site 22 pobox 1 rr8 178105 112 street west calgary ab t2j2t9,178105,112 street west
1595,Oilfields High School,5310,Public,N,Y,Y,P.O. Box 430 511 3 Street SW Black Diamond AB T0L0H0,Black Diamond,AB,T0L0H0,Province of Alberta,511 3 street sw black diamond ab t0l0h0,511,3 street sw
1596,Turner Valley Elementary Junior High School,5311,Public,Y,N,N,P.O. Box 450 Turner Valley AB T0L2A0,Turner Valley,AB,T0L2A0,Province of Alberta,turner valley ab t0l2a0,,
1597,C Ian McLaren School,5312,Public,Y,N,N,P.O. Box 100 Black Diamond AB T0L0H0,Black Diamond,AB,T0L0H0,Province of Alberta,black diamond ab t0l0h0,,
1598,Longview School,5313,Public,Y,N,N,P.O. Box 220 101 Morrison Road Longview AB T0L1H0,Longview,AB,T0L1H0,Province of Alberta,101 morrison road longview ab t0l1h0,101,morrison road
1599,Cayley Colony School,5314,Public,Y,Y,Y,P.O. Box 10 Cayley AB T0L0P0,Cayley,AB,T0L0P0,Province of Alberta,cayley ab t0l0p0,,
1600,MacMillan Colony School,5315,Public,Y,Y,N,R. R. #1 Cayley AB T0L0P0,Cayley,AB,T0L0P0,Province of Alberta,r r #1 cayley ab t0l0p0,#1,r r
1601,Right Honorable Joe Clark School,5316,Public,Y,N,N,1208 - 9 Avenue S.E. High River AB T1V1L2,High River,AB,T1V1L2,Province of Alberta,1208 9 avenue se high river ab t1v1l2,1208,9 avenue se
1602,Big Rock School,5318,Public,Y,N,N,33 Hunters Gate Okotoks AB T1S2A4,Okotoks,AB,T1S2A4,Province of Alberta,33 hunters gate okotoks ab t1s2a4,33,hunters gate
1603,Foothills Composite High School,5319,Public,N,N,Y,229 Woodhaven Dr. Okotoks AB T1S2A7,Okotoks,AB,T1S2A7,Province of Alberta,229 woodhaven dr okotoks ab t1s2a7,229,woodhaven dr
1604,Dr Morris Gibson School,5321,Public,Y,N,N,147 Crystalridge Drive Okotoks AB T1S2B2,Okotoks,AB,T1S2B2,Province of Alberta,147 crystalridge drive okotoks ab t1s2b2,147,crystalridge drive
1605,Ecole Secondaire Highwood High School,5322,Public,N,Y,Y,P.O. Bag 14 High River AB T1V1S1,High River,AB,T1V1S1,Province of Alberta,po bag 14 high river ab t1v1s1,,po bag 14
1606,Alberta High School of Fine Arts,5323,Public,N,N,Y,229 Woodhaven Dr. Okotoks AB T1S2A7,Okotoks,AB,T1S2A7,Province of Alberta,229 woodhaven dr okotoks ab t1s2a7,229,woodhaven dr
1607,Home Education,5324,Public,N,N,N,P.O. Box 1374 Okotoks AB T1S1B3,Okotoks,AB,T1S1B3,Province of Alberta,okotoks ab t1s1b3,,
1608,Cameron Crossing School,5326,Public,N,N,Y,35 South Railway Street Okotoks AB T1S1K5,Okotoks,AB,T1S1K5,Province of Alberta,35 south railway street okotoks ab t1s1k5,35,south railway street
1609,Bow Valley College (Outreach),5350,Provincial,N,N,N,346 - 6 Avenue SE Calgary AB T2G4V1,Calgary,AB,T2G4V1,Province of Alberta,346 6 avenue se calgary ab t2g4v1,346,6 avenue se
1610,St. Paul's Academy,5369,Separate,N,N,Y,Box 137 Okotoks AB T1S1A4,Okotoks,AB,T1S1A4,Province of Alberta,okotoks ab t1s1a4,,
1611,Good Shepherd School,5370,Separate,Y,N,N,52 Robinson Drive Okotoks AB T1S2A3,Okotoks,AB,T1S2A3,Province of Alberta,52 robinson drive okotoks ab t1s2a3,52,robinson drive
1612,Holy Trinity Academy,5371,Separate,N,N,Y,RR#2 338072-32 Street East Okotoks AB T1S1A2,Okotoks,AB,T1S1A2,Province of Alberta,rr#2 338072 32 street east okotoks ab t1s1a2,338072,32 street east
1613,The Centre for Learning@HOME,5372,Separate,Y,Y,Y,Box 137 Okotoks AB T1S1A4,Okotoks,AB,T1S1A4,Province of Alberta,okotoks ab t1s1a4,,
1614,Holy Spirit Academy,5373,Separate,Y,N,N,4 - 21 Street S.E. High River AB T1V2A1,High River,AB,T1V2A1,Province of Alberta,4 21 street se high river ab t1v2a1,4,21 street se
1615,Holy Family Academy,5374,Separate,Y,N,N,112-4th Avenue Brooks AB T1R0Z1,Brooks,AB,T1R0Z1,Province of Alberta,112 4th avenue brooks ab t1r0z1,112,4th avenue
1616,Chief Jacob Bearspaw School,5390,Federal First Nations,Y,Y,Y,P.O. Box 146 Eden Valley AB T0L2R0,Eden Valley,AB,T0L2R0,Province of Alberta,eden valley ab t0l2r0,,
1617,Edison School,5393,Private School,Y,Y,Y,"Site 11, P.O. Box 2, R.R. 2 Hwy 2A, 1KM North of Okotoks Okotoks AB T1S1A2",Okotoks,AB,T1S1A2,Province of Alberta,site 11 rr 2 hwy 2a 1km north of okotoks okotoks ab t1s1a2,,rr 2 hwy 2a 1km north of
1618,Prince of Peace Lutheran School,5397,Public,Y,Y,N,243209 Garden Road NE Calgary AB T1X1E1,Calgary,AB,T1X1E1,Province of Alberta,243209 garden road ne calgary ab t1x1e1,243209,garden road ne
1619,Calgary Quest School,5398,Private School,Y,Y,Y,3405 Spruce Drive S.W. c/o Spruce Cliff Elementary Calgary AB T3C0A5,Calgary,AB,T3C0A5,Province of Alberta,3405 spruce drive sw c/o spruce cliff elementary calgary ab t3c0a5,3405,spruce drive sw c/o spruce cliff elementary
1620,Arrowwood Community School,5401,Public,Y,Y,N,P.O. Box 180 Arrowwood AB T0L0B0,Arrowwood,AB,T0L0B0,Province of Alberta,arrowwood ab t0l0b0,,
1621,Champion School,5404,Public,Y,Y,N,P.O. Box 348 Champion AB T0L0R0,Champion,AB,T0L0R0,Province of Alberta,champion ab t0l0r0,,
1622,Lomond Community School,5405,Public,Y,Y,Y,P.O. Box 69 Lomond AB T0L1G0,Lomond,AB,T0L1G0,Province of Alberta,lomond ab t0l1g0,,
1623,Milo Community School,5406,Public,Y,Y,N,P.O. Box 90 Milo AB T0L1L0,Milo,AB,T0L1L0,Province of Alberta,milo ab t0l1l0,,
1624,County Central High School,5410,Public,N,Y,Y,P.O. Box 390 Vulcan AB T0L2B0,Vulcan,AB,T0L2B0,Province of Alberta,vulcan ab t0l2b0,,
1625,Vulcan Prairieview Elementary School,5411,Public,Y,N,N,P.O. Box 300 Vulcan AB T0L2B0,Vulcan,AB,T0L2B0,Province of Alberta,vulcan ab t0l2b0,,
1626,New Dale Colony School,5412,Public,Y,Y,N,"101, 3305 - 18 Avenue N. Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,101 3305 18 avenue n lethbridge ab t1h5s1,101,3305 18 avenue n
1627,Riverbend Colony School,5413,Public,Y,Y,N,"101, 3305 - 18 Avenue N. Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,101 3305 18 avenue n lethbridge ab t1h5s1,101,3305 18 avenue n
1628,Lomond Colony School,5415,Public,Y,Y,N,6302 - 56 Street Taber AB T1G1Z9,Taber,AB,T1G1Z9,Province of Alberta,6302 56 street taber ab t1g1z9,6302,56 street
1629,Mialta Colony School,5416,Public,Y,Y,N,"101, 3305 - 18 Avenue N. Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,101 3305 18 avenue n lethbridge ab t1h5s1,101,3305 18 avenue n
1630,Wild Rose Colony School,5417,Public,Y,Y,N,"101, 3305 - 18 Avenue N. Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,101 3305 18 avenue n lethbridge ab t1h5s1,101,3305 18 avenue n
1631,Keho Lake Colony School,5436,Public,Y,Y,Y,"101, 3305 - 18 Ave North Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,101 3305 18 ave north lethbridge ab t1h5s1,101,3305 18 ave north
1632,Springridge Colony School,5490,Public,Y,Y,Y,"101, 3305 - 18 Avenue N. Lethbridge AB T1H5S1",Lethbridge,AB,T1H5S1,Province of Alberta,101 3305 18 avenue n lethbridge ab t1h5s1,101,3305 18 avenue n
1633,Hope Christian School,5491,Private School,Y,Y,Y,P.O. Box 235 Champion AB T0L0R0,Champion,AB,T0L0R0,Province of Alberta,champion ab t0l0r0,,
1634,Brant Christian School,5492,Public,Y,Y,Y,P.O. Box 130 Brant AB T0L0L0,Brant,AB,T0L0L0,Province of Alberta,brant ab t0l0l0,,
1635,Carseland School,5501,Public,Y,N,N,P.O. Box 73 Carseland AB T0J0M0,Carseland,AB,T0J0M0,Province of Alberta,carseland ab t0j0m0,,
1636,Westmount School,5510,Public,Y,N,N,220 Wheatland Trail Strathmore AB T1P1B2,Strathmore,AB,T1P1B2,Province of Alberta,220 wheatland trail strathmore ab t1p1b2,220,wheatland trail
1637,Sayre School,5511,Public,Y,Y,N,435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway 1 strathmore ab t1p1j4,435a,highway 1
1638,Sandhills School,5512,Public,Y,Y,Y,435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway 1 strathmore ab t1p1j4,435a,highway 1
1639,Towers School,5513,Public,Y,Y,N,435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway 1 strathmore ab t1p1j4,435a,highway 1
1640,Rosebud River School,5514,Public,Y,Y,N,435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway 1 strathmore ab t1p1j4,435a,highway 1
1641,Hines School,5515,Public,Y,Y,N,435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,435a highway 1 strathmore ab t1p1j4,435a,highway 1
1642,Rising Sun School,5516,Public,Y,Y,N,c/o 435A Highway 1 Strathmore AB T1P1J4,Strathmore,AB,T1P1J4,Province of Alberta,c/o 435a highway 1 strathmore ab t1p1j4,,c/o 435a highway 1
1643,École Brentwood Elementary School,5517,Public,Y,N,N,95 Brentwood Drive W. Strathmore AB T1P1E3,Strathmore,AB,T1P1E3,Province of Alberta,95 brentwood drive w strathmore ab t1p1e3,95,brentwood drive w
1644,Crowther Memorial Junior High School,5519,Public,N,Y,N,190 Brent Boulevard Strathmore AB T1P1E6,Strathmore,AB,T1P1E6,Province of Alberta,190 brent boulevard strathmore ab t1p1e6,190,brent boulevard
