full_name,the_geom,segment_id,type,st_name,st_type,st_dir,from_right,to_right,from_left,to_left
Brendalee Bay,"MULTILINESTRING ((-97.321777648206 49.877785916704, -97.322430897767 49.877813362415))",7462,STREET,Brendalee,BAY,,2,22,,
St Anne's Rd,"MULTILINESTRING ((-97.10893757801 49.861753818853, -97.108553614285 49.861252822942))",2415,STREET,St Anne's,RD,,80,88,75,83
St Anne's Rd,"MULTILINESTRING ((-97.098739841866 49.848381816164, -97.098394201755 49.847827776708))",2441,STREET,St Anne's,RD,,380,386,383,385
Paddington Rd,"MULTILINESTRING ((-97.099876775602 49.799636946607, -97.099302720221 49.798948692606))",25849,STREET,Paddington,RD,,815,815,772,796
Westgrove Way,"MULTILINESTRING ((-97.320641404377 49.861587623302, -97.320873561137 49.859351905458, -97.320848126216 49.85912564481, -97.320763350616 49.858872924267))",7144,STREET,Westgrove,WAY,,95,197,104,190
Acadia Bay,"MULTILINESTRING ((-97.148099040003 49.792440248119, -97.146850753377 49.790920431318, -97.146914587253 49.790788244437, -97.147743355351 49.790509709548, -97.147932729205 49.79055396831, -97.149169144511 49.792070557804))",2878,STREET,Acadia,BAY,,2,114,7,119
Moray St,"MULTILINESTRING ((-97.261269842034 49.894720454136, -97.261390040711 49.894521431965, -97.261637770824 49.89436866013, -97.262072520573 49.894179569957))",8519,STREET,Moray,ST,,,,,
Manitoba Ave,"MULTILINESTRING ((-97.212352272351 49.933579738098, -97.212604864931 49.933703310297, -97.214696535422 49.934761151381))",12893,STREET,Manitoba,AVE,,2121,2141,2114,2162
Somerville Ave,"MULTILINESTRING ((-97.161063636488 49.844494571385, -97.165304129224 49.843077598208))",5205,STREET,Somerville,AVE,,1401,1433,1400,1434
Stephens St,"MULTILINESTRING ((-97.117680774744 49.905297288973, -97.117586765228 49.9055656132))",15184,STREET,Stephens,ST,,,,180,180
Arnold Ave,"MULTILINESTRING ((-97.131909551989 49.866839791125, -97.134982962934 49.865809880603))",9715,STREET,Arnold,AVE,,201,249,204,254
Christie Rd,"MULTILINESTRING ((-97.125074902199 49.779809334257, -97.126671364725 49.779818545771, -97.127092005276 49.779779131569, -97.127521258455 49.779697148616, -97.129285742717 49.779085969465, -97.129545763086 49.778747364191, -97.129782808826 49.77845859061, -97.130052030802 49.778214226112, -97.130312228431 49.778041109672, -97.130659485209 49.777839991818, -97.131147087962 49.777628129717, -97.131661366605 49.777443647515, -97.132667529071 49.777116616574, -97.133100897402 49.776995621367, -97.133573306711 49.776896135095, -97.134088966721 49.776818763395, -97.134541861804 49.776778013669, -97.140868660921 49.77624107101))",434,STREET,Christie,RD,,19,303,60,310
Cork Ave,"MULTILINESTRING ((-97.122133058969 49.947717911893, -97.123170122131 49.948050857117))",21178,STREET,Cork,AVE,,,,410,426
Agassiz Dr,"MULTILINESTRING ((-97.148381809528 49.817811055592, -97.147659862715 49.817421721034, -97.147386726807 49.817087635803, -97.146507324582 49.816290524397, -97.146338096836 49.816268165013, -97.145363784169 49.81659428052, -97.144811403341 49.816656537737))",2885,STREET,Agassiz,DR,,51,87,26,88
Harris Blvd,"MULTILINESTRING ((-97.277532764901 49.876102470621, -97.277230669618 49.878724500582))",8042,STREET,Harris,BLVD,,181,211,182,206
Dawson Rd N,"MULTILINESTRING ((-97.076783371002 49.878495302074, -97.075885407075 49.878141513438, -97.075436258843 49.878032733323, -97.072111889813 49.878025834595))",16628,STREET,Dawson,RD,N,,,,
Firbridge Cres,"MULTILINESTRING ((-97.160237772334 49.794030178935, -97.159975018703 49.793707458828, -97.159921399335 49.79360712271, -97.159892603229 49.793495346549, -97.159899809063 49.793376518149, -97.159950950387 49.79281799954))",3661,STREET,Firbridge,CRES,,2,24,3,39
Ramblewood Rd,"MULTILINESTRING ((-97.045680867687 49.802302120352, -97.045694493037 49.803108406736, -97.045985565806 49.803473125677))",23910,STREET,Ramblewood,RD,,46,52,,
Gateway Rd,"MULTILINESTRING ((-97.087538471625 49.91594879811, -97.086819276702 49.916521609132))",11478,STREET,Gateway,RD,,593,603,,
Parkview St,"MULTILINESTRING ((-97.215528387875 49.875245436722, -97.215206028435 49.878703541011))",8688,STREET,Parkview,ST,,119,199,116,196
Manhattan Ave,"MULTILINESTRING ((-97.091275006938 49.905989903101, -97.088329198202 49.905464624945))",12851,STREET,Manhattan,AVE,,678,714,677,709
Marrington Rd,"MULTILINESTRING ((-97.161863355027 49.790383689128, -97.161938977146 49.789854175317, -97.16193580166 49.789603800995, -97.1618854465 49.789331685878))",4327,STREET,Marrington,RD,,,,,
Laurent Dr,"MULTILINESTRING ((-97.171544166454 49.770549660141, -97.171673825413 49.770425774428, -97.171805513183 49.77024794959, -97.17217932559 49.769444904786, -97.172123403086 49.769362468347, -97.171841028031 49.769304017542, -97.171552931002 49.769209518543, -97.171408246472 49.769126907298, -97.171282210982 49.769025523646, -97.171184566456 49.768901651045, -97.171111471915 49.768761785884))",4147,STREET,Laurent,DR,,173,249,190,254
Chancellor Matheson Rd,"MULTILINESTRING ((-97.146159331487 49.805029417444, -97.144114928436 49.805723262197))",3280,STREET,Chancellor Matheson,RD,,104,104,225,275
Shorecrest Dr,"MULTILINESTRING ((-97.186260242068 49.836157466284, -97.186619492965 49.835848261497, -97.186778069279 49.83568575237, -97.186925496586 49.83547525706))",5167,STREET,Shorecrest,DR,,55,69,56,64
Knowles Ave,"MULTILINESTRING ((-97.045747894102 49.949684920955, -97.045144768512 49.949431888801))",25260,STREET,Knowles,AVE,,,,,
Osborne St,"MULTILINESTRING ((-97.148161926408 49.881768204192, -97.147890070683 49.881000992438, -97.147180703833 49.880163719786))",13648,STREET,Osborne,ST,,31,31,26,40
Parkhill St,"MULTILINESTRING ((-97.293457614284 49.883551941408, -97.29298788558 49.888186396288))",8684,STREET,Parkhill,ST,,653,777,654,778
Lindenwood Dr E,"MULTILINESTRING ((-97.183741811676 49.8346320948, -97.184039519395 49.833810954656))",4219,STREET,Lindenwood,DR,E,113,121,,
Regent Ave W,"MULTILINESTRING ((-97.01616233791 49.895149000857, -97.019489451808 49.895169915119))",18945,STREET,Regent,AVE,W,501,543,500,550
Lodge Ave,"MULTILINESTRING ((-97.271524246244 49.880273590166, -97.273907238627 49.879909275293))",8370,STREET,Lodge,AVE,,633,633,,
Grey Oaks Cove,"MULTILINESTRING ((-97.329810826907 49.871879074126, -97.329138013741 49.871869095434, -97.328469790225 49.871893470338))",24632,STREET,Grey Oaks,COVE,,,,2,46
Del Monica Rd,"MULTILINESTRING ((-97.194834125466 49.785964527436, -97.194889421584 49.785457121001, -97.194990928197 49.78515468389))",26172,STREET,Del Monica,RD,,196,224,,
Kent Rd,"MULTILINESTRING ((-97.076711030418 49.904831693712, -97.075543019249 49.90443451678))",12299,STREET,Kent,RD,,,,526,552
Wilton St,"MULTILINESTRING ((-97.160202790144 49.856543288474, -97.159644400497 49.855859793506))",15904,STREET,Wilton,ST,,,,,
Douglas Henning Bay,"MULTILINESTRING ((-97.188748196031 49.773656476737, -97.18755889313 49.773949180895, -97.187411340382 49.773894022553, -97.187200194482 49.773538387959, -97.187063812095 49.773183923083, -97.18701742675 49.772786825312, -97.187027774181 49.772509526994))",26495,STREET,Douglas Henning,BAY,,,,,
Firbridge Cres,"MULTILINESTRING ((-97.159950950387 49.79281799954, -97.160010733945 49.792050259257, -97.16012379652 49.791977086029, -97.161328934596 49.792021320015))",3663,STREET,Firbridge,CRES,,84,92,43,107
Waverley St,"MULTILINESTRING ((-97.173745764367 49.771097116177, -97.173572623711 49.769052483726, -97.174708579586 49.767280351393, -97.175429554773 49.766572096911))",15597,STREET,Waverley,ST,,,,,
St Matthews Ave,"MULTILINESTRING ((-97.189577232494 49.890676861066, -97.190801573916 49.89071129398))",15102,STREET,St Matthews,AVE,,1275,1275,,
Borebank St,"MULTILINESTRING ((-97.191900870804 49.870606642238, -97.192211251383 49.867139409367))",10019,STREET,Borebank,ST,,295,399,286,396
Furby St,"MULTILINESTRING ((-97.158308688006 49.878964538879, -97.158216727411 49.880231665016))",11385,STREET,Furby,ST,,25,47,44,44
Keswick Ave,"MULTILINESTRING ((-97.212040186721 49.85844039366, -97.212932557322 49.858465754297))",5785,STREET,Keswick,AVE,,,,4,4
Hillberry Bay,"MULTILINESTRING ((-97.199763539001 49.808834121025, -97.200330059368 49.809593032035, -97.200493054415 49.809633779652, -97.201415777427 49.809320541904, -97.201474625811 49.809212266987, -97.200889859654 49.808446837119))",3845,STREET,Hillberry,BAY,,3,79,2,80
McAdam Ave,"MULTILINESTRING ((-97.1280885006 49.931812158465, -97.13059351672 49.932617147135))",13013,STREET,McAdam,AVE,,317,373,318,374
Inglis St,"MULTILINESTRING ((-97.205524365097 49.933702083751, -97.205533323892 49.93496150953))",9385,STREET,Inglis,ST,,75,107,74,106
Comanche Rd,"MULTILINESTRING ((-97.09465829335 49.858453441959, -97.093608818879 49.858435352008))",16523,STREET,Comanche,RD,,,,,
Southfields Dr,"MULTILINESTRING ((-97.100093919735 49.806594911781, -97.099194333864 49.80549965392, -97.099058787395 49.805475033455, -97.098109806664 49.805797767277))",2354,STREET,Southfields,DR,,2,62,11,31
Alexander Ave,"MULTILINESTRING ((-97.166129272839 49.911103973078, -97.166224628988 49.911135408141))",23746,STREET,Alexander,AVE,,,,1000,1000
Perth Ave,"MULTILINESTRING ((-97.129005193373 49.938726098446, -97.131524161516 49.939540284473))",21511,STREET,Perth,AVE,,415,461,418,462
Hooper Pl,"MULTILINESTRING ((-97.077740232841 49.949347174282, -97.077083983648 49.950073883324))",19829,STREET,Hooper,PL,,3,11,2,10
Bayridge Ave,"MULTILINESTRING ((-97.154647529056 49.797087293575, -97.152764655035 49.797727704262, -97.152168374141 49.797965282311))",3021,STREET,Bayridge,AVE,,,,55,119
Alumni Lane,"MULTILINESTRING ((-97.129965511445 49.808935907399, -97.129300257306 49.80820879623))",5122,STREET,Alumni,LANE,,,,,
Raquette St,"MULTILINESTRING ((-97.30517183833 49.878587716203, -97.304732190076 49.882954408498))",8767,STREET,Raquette,ST,,431,535,432,532
Balmoral St,"MULTILINESTRING ((-97.153034124528 49.889099245927, -97.152976395402 49.890173434692))",9819,STREET,Balmoral,ST,,303,311,312,312
South Dr,"MULTILINESTRING ((-97.140604328935 49.841541535683, -97.141022887563 49.83860685494))",5225,STREET,South,DR,,759,799,754,796
Ashburn St,"MULTILINESTRING ((-97.189332390178 49.893881572636, -97.189058956079 49.897466296852))",9745,STREET,Ashburn,ST,,1007,1123,1008,1124
Bridgecrest Dr,"MULTILINESTRING ((-96.977793835967 49.903957881618, -96.977810839527 49.902533367702, -96.977710119594 49.902454838972, -96.976548075404 49.902442946804))",18202,STREET,Bridgecrest,DR,,2,66,11,35
Island Lakes Dr,"MULTILINESTRING ((-97.057147767038 49.8332730475, -97.0565450534 49.833274833335))",1082,STREET,Island Lakes,DR,,,,,
Father Labonte Ave,"MULTILINESTRING ((-97.14592665952 49.753841630808, -97.146438478307 49.75367143388))",3654,STREET,Father Labonte,AVE,,21,21,22,100
Oakcrest Pl,"MULTILINESTRING ((-97.12828033104 49.852721930317, -97.127927894865 49.853083715537, -97.127819438146 49.85312825961))",1487,STREET,Oakcrest,PL,,2,6,,
Sargent Ave,"MULTILINESTRING ((-97.195359955269 49.897654508377, -97.196597894911 49.897691763241))",14729,STREET,Sargent,AVE,,,,,
McDermot Ave W,"MULTILINESTRING ((-97.200200787574 49.917248808746, -97.202624665626 49.917250431392))",13070,STREET,McDermot,AVE,W,1801,1841,1812,1842
Rockwood St,"MULTILINESTRING ((-97.165947736939 49.860250355771, -97.165655423861 49.859885927725))",14533,STREET,Rockwood,ST,,,,,
Laurel Ridge Dr,"MULTILINESTRING ((-97.187055128755 49.821203354685, -97.186911094003 49.821410523303, -97.1868108969 49.821543742186))",23252,STREET,Laurel Ridge,DR,,,,,
Colebrook Dr,"MULTILINESTRING ((-97.161088187878 49.795075847391, -97.162200257207 49.794697707949))",3364,STREET,Colebrook,DR,,3,19,,
Comanche Rd,"MULTILINESTRING ((-97.091484468 49.858166056774, -97.09042062214 49.858130999883))",16526,STREET,Comanche,RD,,,,,
Browning Blvd,"MULTILINESTRING ((-97.303372607191 49.872336916031, -97.301788389721 49.872268741802))",7477,STREET,Browning,BLVD,,35,51,32,48
Southwood Ave,"MULTILINESTRING ((-97.147609323699 49.845314722507, -97.150709179827 49.844275826742))",5249,STREET,Southwood,AVE,,801,861,802,858
King Edward St,"MULTILINESTRING ((-97.206763697431 49.918708738418, -97.206762536629 49.918988720211))",8242,STREET,King Edward,ST,,,,,
Cloverwood Rd,"MULTILINESTRING ((-97.217000395237 49.812009803634, -97.215929183452 49.814112416678))",3314,STREET,Cloverwood,RD,,31,111,44,108
Woodvale St,"MULTILINESTRING ((-97.106484288751 49.930516874459, -97.105971162368 49.931165128195))",21058,STREET,Woodvale,ST,,,,,
Huppe Bay,"MULTILINESTRING ((-97.070455094395 49.83522644935, -97.071938747991 49.834655637367, -97.07197517377 49.834553571436, -97.071707531213 49.834006976587, -97.071557260838 49.833966693758, -97.069930386344 49.834611065754))",1056,STREET,Huppe,BAY,,2,94,3,95
McMicken St,"MULTILINESTRING ((-97.156332253733 49.896446701706, -97.156126896052 49.899276860786))",13178,STREET,McMicken,ST,,,,658,662
Ulster St,"MULTILINESTRING ((-97.153889741083 49.796167216947, -97.153147637959 49.795237378041))",5377,STREET,Ulster,ST,,91,99,86,110
Wagner St,"MULTILINESTRING ((-97.087502168738 49.904542483618, -97.087195360587 49.905257025667))",15442,STREET,Wagner,ST,,,,,
Egerton Rd,"MULTILINESTRING ((-97.103080736124 49.869028561223, -97.10300421395 49.868952430039, -97.102953911101 49.868876422624, -97.10264965684 49.868319700379))",703,STREET,Egerton,RD,,90,106,87,107
Beach Ave,"MULTILINESTRING ((-97.073771469113 49.902057381396, -97.072472495678 49.901822451578))",9933,STREET,Beach,AVE,,1070,1096,,
Henderson Hwy,"MULTILINESTRING ((-97.113939216975 49.91659718567, -97.113887006072 49.916703325195, -97.113526953926 49.917166158819))",11839,STREET,Henderson,HWY,,333,341,330,340
South Dr,"MULTILINESTRING ((-97.129018705595 49.845069365801, -97.129952985482 49.845248876494, -97.130195692922 49.845268933099))",5215,STREET,South,DR,,511,515,512,518
Armstrong Ave,"MULTILINESTRING ((-97.112391234258 49.943745869409, -97.115061996434 49.944598863542))",21094,STREET,Armstrong,AVE,,,,220,236
Johnson Ave W,"MULTILINESTRING ((-97.107445629041 49.912020838113, -97.104563985464 49.911062286836))",12163,STREET,Johnson,AVE,W,312,362,317,359
Kimberly Ave,"MULTILINESTRING ((-97.107925248069 49.92894828354, -97.103964866874 49.927606295505))",20722,STREET,Kimberly,AVE,,116,194,103,187
Carmen Ave,"MULTILINESTRING ((-97.119004233885 49.917102239968, -97.114231893009 49.915522545216))",10289,STREET,Carmen,AVE,,62,134,61,139
Leila Ave,"MULTILINESTRING ((-97.128185974904 49.947172845933, -97.128630413332 49.947319233946))",21423,STREET,Leila,AVE,,,,,
Dale Blvd,"MULTILINESTRING ((-97.318959012619 49.847925575798, -97.319003695967 49.847432847997))",6446,STREET,Dale,BLVD,,,,947,955
Bannerman Ave,"MULTILINESTRING ((-97.162077443089 49.936898362195, -97.166000509664 49.938183791359))",9890,STREET,Bannerman,AVE,,1075,1145,1074,1142
Robert Cartwright Pl,"MULTILINESTRING ((-97.060006684854 49.936899562335, -97.059142518992 49.937595707546))",20194,STREET,Robert Cartwright,PL,,,,2,78
Scotswood Dr S,"MULTILINESTRING ((-97.294405591369 49.853091073561, -97.294476105727 49.85227357069))",7022,STREET,Scotswood,DR,S,270,286,,
Grey Owl Pl,"MULTILINESTRING ((-97.032486893566 49.83365011716, -97.031856578816 49.833391129966, -97.031359877979 49.833118514342, -97.031081913782 49.832921594231))",25814,STREET,Grey Owl,PL,,2,42,3,47
Jefferson Ave,"MULTILINESTRING ((-97.177738316515 49.959524883595, -97.178798734002 49.959874352773))",21353,STREET,Jefferson,AVE,,1577,1581,,
Berkley St,"MULTILINESTRING ((-97.30368014989 49.855215073616, -97.304180926662 49.85005030932))",23621,STREET,Berkley,ST,,686,810,685,815
Matheson Ave,"MULTILINESTRING ((-97.141258024795 49.935046336497, -97.143763088948 49.935860034003))",12987,STREET,Matheson,AVE,,627,675,626,674
Woodlands Cres,"MULTILINESTRING ((-97.281475755352 49.875990093134, -97.281254741212 49.877902735672))",9305,STREET,Woodlands,CRES,,441,493,444,494
Redwood Ave,"MULTILINESTRING ((-97.165933950406 49.928558149518, -97.168618102973 49.929428112624))",14380,STREET,Redwood,AVE,,1129,1181,1138,1176
Aikins St,"MULTILINESTRING ((-97.137245353524 49.91586761055, -97.136804832211 49.916454201214))",9397,STREET,Aikins,ST,,,,218,220
Bristol Ave,"MULTILINESTRING ((-97.108499386251 49.874753558992, -97.108641086793 49.876114127499))",16291,STREET,Bristol,AVE,,96,128,97,129
McIvor Ave,"MULTILINESTRING ((-97.053019292049 49.943942486057, -97.052431834389 49.943688403976))",25259,STREET,McIvor,AVE,,,,,
Inglewood St,"MULTILINESTRING ((-97.219235267496 49.887985355458, -97.219061145625 49.889940658496, -97.218329671749 49.891069731896))",8175,STREET,Inglewood,ST,,,,,
Parr St,"MULTILINESTRING ((-97.143399208934 49.932274213362, -97.142534339931 49.933384731869))",13789,STREET,Parr,ST,,621,625,620,624
Lochinvar Ave,"MULTILINESTRING ((-97.055513833455 49.857595027214, -97.055414717029 49.856712356006))",17261,STREET,Lochinvar,AVE,,,,50,66
Molson St,"MULTILINESTRING ((-97.084914644424 49.906226816343, -97.083484976909 49.906455050898))",13343,STREET,Molson,ST,,,,,
Coleridge Park Dr,"MULTILINESTRING ((-97.308715645658 49.867593726173, -97.310737271922 49.867668838165, -97.31086724693 49.867756724531, -97.31094701876 49.868521067332, -97.311031802881 49.868616940466))",7677,STREET,Coleridge Park,DR,,3,49,2,54
Wilfred Knowles Bay,"MULTILINESTRING ((-97.060466317778 49.954951259696, -97.060843004722 49.954597759304))",20477,STREET,Wilfred Knowles,BAY,,2,38,,
Belton St,"MULTILINESTRING ((-97.205542402983 49.950846636396, -97.205533178523 49.951844925792))",9971,STREET,Belton,ST,,135,155,136,156
Downs Ave,"MULTILINESTRING ((-97.320216306461 49.885876691606, -97.321578680502 49.885932404998))",7821,STREET,Downs,AVE,,21,37,24,24
Holly Ave,"MULTILINESTRING ((-97.140667705064 49.837037477735, -97.139728564929 49.837352519587))",3860,STREET,Holly,AVE,,740,740,,
Kendale Dr,"MULTILINESTRING ((-97.166462805258 49.784852600444, -97.168636727935 49.784909616685, -97.168748953611 49.784857841554, -97.169144981446 49.784000795322, -97.169200437913 49.783726529157, -97.169164437496 49.783484692643, -97.168521825625 49.781655593848))",3916,STREET,Kendale,DR,,3,119,2,110
Sly Dr,"MULTILINESTRING ((-97.12140456009 49.949613671436, -97.12257554657 49.948885426765, -97.122758159815 49.948760190589, -97.122883715822 49.948639393893, -97.122994926652 49.948496437833, -97.123170122131 49.948050857117))",21573,STREET,Sly,DR,,455,499,456,496
